Date,WeekDayName,WeekDayNameShort,WeekdayIndex,WeekNumber,MonthName,MonthNameShort,MonthIndex,Module,AcademicYear,AcademicYearShort,AcademicYearStart,AcademicYearEnd,FullModuleName,ModuleIndex
13/06/2023,Tuesday,Tue,2,35,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
14/06/2023,Wednesday,Wed,3,35,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
15/06/2023,Thursday,Thu,4,35,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
16/06/2023,Friday,Fri,5,35,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
17/06/2023,Saturday,Sat,6,35,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
18/06/2023,Sunday,Sun,7,35,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
19/06/2023,Monday,Mon,1,36,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
20/06/2023,Tuesday,Tue,2,36,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
21/06/2023,Wednesday,Wed,3,36,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
22/06/2023,Thursday,Thu,4,36,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
23/06/2023,Friday,Fri,5,36,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
24/06/2023,Saturday,Sat,6,36,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
25/06/2023,Sunday,Sun,7,36,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
26/06/2023,Monday,Mon,1,37,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
27/06/2023,Tuesday,Tue,2,37,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
28/06/2023,Wednesday,Wed,3,37,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
29/06/2023,Thursday,Thu,4,37,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
30/06/2023,Friday,Fri,5,37,June,Jun,10,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
01/07/2023,Saturday,Sat,6,37,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
02/07/2023,Sunday,Sun,7,37,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
03/07/2023,Monday,Mon,1,38,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
04/07/2023,Tuesday,Tue,2,38,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
05/07/2023,Wednesday,Wed,3,38,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
06/07/2023,Thursday,Thu,4,38,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
07/07/2023,Friday,Fri,5,38,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
08/07/2023,Saturday,Sat,6,38,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
09/07/2023,Sunday,Sun,7,38,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
10/07/2023,Monday,Mon,1,39,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
11/07/2023,Tuesday,Tue,2,39,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
12/07/2023,Wednesday,Wed,3,39,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
13/07/2023,Thursday,Thu,4,39,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
14/07/2023,Friday,Fri,5,39,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
15/07/2023,Saturday,Sat,6,39,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
16/07/2023,Sunday,Sun,7,39,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
17/07/2023,Monday,Mon,1,40,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
18/07/2023,Tuesday,Tue,2,40,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
19/07/2023,Wednesday,Wed,3,40,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
20/07/2023,Thursday,Thu,4,40,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
21/07/2023,Friday,Fri,5,40,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
22/07/2023,Saturday,Sat,6,40,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
23/07/2023,Sunday,Sun,7,40,July,Jul,11,Module 6,2022-23,22/23,2022,2023,2022-23 Module 6,6
24/07/2023,Monday,Mon,1,0,July,Jul,11,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
25/07/2023,Tuesday,Tue,2,0,July,Jul,11,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
26/07/2023,Wednesday,Wed,3,0,July,Jul,11,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
27/07/2023,Thursday,Thu,4,0,July,Jul,11,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
28/07/2023,Friday,Fri,5,0,July,Jul,11,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
29/07/2023,Saturday,Sat,6,0,July,Jul,11,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
30/07/2023,Sunday,Sun,7,0,July,Jul,11,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
31/07/2023,Monday,Mon,1,0,July,Jul,11,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
01/08/2023,Tuesday,Tue,2,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
02/08/2023,Wednesday,Wed,3,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
03/08/2023,Thursday,Thu,4,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
04/08/2023,Friday,Fri,5,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
05/08/2023,Saturday,Sat,6,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
06/08/2023,Sunday,Sun,7,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
07/08/2023,Monday,Mon,1,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
08/08/2023,Tuesday,Tue,2,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
09/08/2023,Wednesday,Wed,3,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
10/08/2023,Thursday,Thu,4,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
11/08/2023,Friday,Fri,5,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
12/08/2023,Saturday,Sat,6,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
13/08/2023,Sunday,Sun,7,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
14/08/2023,Monday,Mon,1,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
15/08/2023,Tuesday,Tue,2,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
16/08/2023,Wednesday,Wed,3,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
17/08/2023,Thursday,Thu,4,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
18/08/2023,Friday,Fri,5,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
19/08/2023,Saturday,Sat,6,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
20/08/2023,Sunday,Sun,7,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
21/08/2023,Monday,Mon,1,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
22/08/2023,Tuesday,Tue,2,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
23/08/2023,Wednesday,Wed,3,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
24/08/2023,Thursday,Thu,4,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
25/08/2023,Friday,Fri,5,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
26/08/2023,Saturday,Sat,6,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
27/08/2023,Sunday,Sun,7,1,August,Aug,0,Module 6,2022-23,0,2022,0,2022-23 Module 6,6
28/08/2023,Monday,Mon,1,1,August,Aug,0,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
29/08/2023,Tuesday,Tue,2,1,August,Aug,0,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
30/08/2023,Wednesday,Wed,3,1,August,Aug,0,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
31/08/2023,Thursday,Thu,4,1,August,Aug,0,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
01/09/2023,Friday,Fri,5,1,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
02/09/2023,Saturday,Sat,6,1,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
03/09/2023,Sunday,Sun,7,1,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
04/09/2023,Monday,Mon,1,2,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
05/09/2023,Tuesday,Tue,2,2,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
06/09/2023,Wednesday,Wed,3,2,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
07/09/2023,Thursday,Thu,4,2,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
08/09/2023,Friday,Fri,5,2,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
09/09/2023,Saturday,Sat,6,2,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
10/09/2023,Sunday,Sun,7,2,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
11/09/2023,Monday,Mon,1,3,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
12/09/2023,Tuesday,Tue,2,3,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
13/09/2023,Wednesday,Wed,3,3,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
14/09/2023,Thursday,Thu,4,3,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
15/09/2023,Friday,Fri,5,3,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
16/09/2023,Saturday,Sat,6,3,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
17/09/2023,Sunday,Sun,7,3,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
18/09/2023,Monday,Mon,1,4,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
19/09/2023,Tuesday,Tue,2,4,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
20/09/2023,Wednesday,Wed,3,4,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
21/09/2023,Thursday,Thu,4,4,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
22/09/2023,Friday,Fri,5,4,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
23/09/2023,Saturday,Sat,6,4,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
24/09/2023,Sunday,Sun,7,4,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
25/09/2023,Monday,Mon,1,5,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
26/09/2023,Tuesday,Tue,2,5,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
27/09/2023,Wednesday,Wed,3,5,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
28/09/2023,Thursday,Thu,4,5,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
29/09/2023,Friday,Fri,5,5,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
30/09/2023,Saturday,Sat,6,5,September,Sep,1,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
01/10/2023,Sunday,Sun,7,5,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
02/10/2023,Monday,Mon,1,6,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
03/10/2023,Tuesday,Tue,2,6,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
04/10/2023,Wednesday,Wed,3,6,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
05/10/2023,Thursday,Thu,4,6,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
06/10/2023,Friday,Fri,5,6,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
07/10/2023,Saturday,Sat,6,6,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
08/10/2023,Sunday,Sun,7,6,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
09/10/2023,Monday,Mon,1,7,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
10/10/2023,Tuesday,Tue,2,7,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
11/10/2023,Wednesday,Wed,3,7,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
12/10/2023,Thursday,Thu,4,7,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
13/10/2023,Friday,Fri,5,7,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
14/10/2023,Saturday,Sat,6,7,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
15/10/2023,Sunday,Sun,7,7,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
16/10/2023,Monday,Mon,1,8,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
17/10/2023,Tuesday,Tue,2,8,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
18/10/2023,Wednesday,Wed,3,8,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
19/10/2023,Thursday,Thu,4,8,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
20/10/2023,Friday,Fri,5,8,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
21/10/2023,Saturday,Sat,6,8,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
22/10/2023,Sunday,Sun,7,8,October,Oct,2,Module 1,2023-24,23/24,2023,2024,2023-24 Module 1,1
23/10/2023,Monday,Mon,1,0,October,Oct,2,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
24/10/2023,Tuesday,Tue,2,0,October,Oct,2,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
25/10/2023,Wednesday,Wed,3,0,October,Oct,2,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
26/10/2023,Thursday,Thu,4,0,October,Oct,2,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
27/10/2023,Friday,Fri,5,0,October,Oct,2,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
28/10/2023,Saturday,Sat,6,0,October,Oct,2,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
29/10/2023,Sunday,Sun,7,0,October,Oct,2,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
30/10/2023,Monday,Mon,1,0,October,Oct,2,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
31/10/2023,Tuesday,Tue,2,0,October,Oct,2,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
01/11/2023,Wednesday,Wed,3,0,November,Nov,3,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
02/11/2023,Thursday,Thu,4,0,November,Nov,3,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
03/11/2023,Friday,Fri,5,0,November,Nov,3,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
04/11/2023,Saturday,Sat,6,0,November,Nov,3,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
05/11/2023,Sunday,Sun,7,0,November,Nov,3,Module 1,2023-24,0,2023,0,2023-24 Module 1,1
06/11/2023,Monday,Mon,1,9,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
07/11/2023,Tuesday,Tue,2,9,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
08/11/2023,Wednesday,Wed,3,9,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
09/11/2023,Thursday,Thu,4,9,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
10/11/2023,Friday,Fri,5,9,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
11/11/2023,Saturday,Sat,6,9,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
12/11/2023,Sunday,Sun,7,9,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
13/11/2023,Monday,Mon,1,10,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
14/11/2023,Tuesday,Tue,2,10,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
15/11/2023,Wednesday,Wed,3,10,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
16/11/2023,Thursday,Thu,4,10,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
17/11/2023,Friday,Fri,5,10,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
18/11/2023,Saturday,Sat,6,10,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
19/11/2023,Sunday,Sun,7,10,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
20/11/2023,Monday,Mon,1,11,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
21/11/2023,Tuesday,Tue,2,11,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
22/11/2023,Wednesday,Wed,3,11,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
23/11/2023,Thursday,Thu,4,11,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
24/11/2023,Friday,Fri,5,11,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
25/11/2023,Saturday,Sat,6,11,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
26/11/2023,Sunday,Sun,7,11,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
27/11/2023,Monday,Mon,1,12,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
28/11/2023,Tuesday,Tue,2,12,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
29/11/2023,Wednesday,Wed,3,12,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
30/11/2023,Thursday,Thu,4,12,November,Nov,3,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
01/12/2023,Friday,Fri,5,12,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
02/12/2023,Saturday,Sat,6,12,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
03/12/2023,Sunday,Sun,7,12,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
04/12/2023,Monday,Mon,1,13,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
05/12/2023,Tuesday,Tue,2,13,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
06/12/2023,Wednesday,Wed,3,13,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
07/12/2023,Thursday,Thu,4,13,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
08/12/2023,Friday,Fri,5,13,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
09/12/2023,Saturday,Sat,6,13,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
10/12/2023,Sunday,Sun,7,13,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
11/12/2023,Monday,Mon,1,14,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
12/12/2023,Tuesday,Tue,2,14,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
13/12/2023,Wednesday,Wed,3,14,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
14/12/2023,Thursday,Thu,4,14,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
15/12/2023,Friday,Fri,5,14,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
16/12/2023,Saturday,Sat,6,14,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
17/12/2023,Sunday,Sun,7,14,December,Dec,4,Module 2,2023-24,23/24,2023,2024,2023-24 Module 2,2
18/12/2023,Monday,Mon,1,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
19/12/2023,Tuesday,Tue,2,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
20/12/2023,Wednesday,Wed,3,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
21/12/2023,Thursday,Thu,4,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
22/12/2023,Friday,Fri,5,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
23/12/2023,Saturday,Sat,6,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
24/12/2023,Sunday,Sun,7,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
25/12/2023,Monday,Mon,1,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
26/12/2023,Tuesday,Tue,2,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
27/12/2023,Wednesday,Wed,3,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
28/12/2023,Thursday,Thu,4,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
29/12/2023,Friday,Fri,5,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
30/12/2023,Saturday,Sat,6,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
31/12/2023,Sunday,Sun,7,0,December,Dec,4,Module 2,2023-24,0,2023,0,2023-24 Module 2,2
01/01/2024,Monday,Mon,1,15,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
02/01/2024,Tuesday,Tue,2,15,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
03/01/2024,Wednesday,Wed,3,15,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
04/01/2024,Thursday,Thu,4,15,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
05/01/2024,Friday,Fri,5,15,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
06/01/2024,Saturday,Sat,6,15,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
07/01/2024,Sunday,Sun,7,15,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
08/01/2024,Monday,Mon,1,16,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
09/01/2024,Tuesday,Tue,2,16,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
10/01/2024,Wednesday,Wed,3,16,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
11/01/2024,Thursday,Thu,4,16,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
12/01/2024,Friday,Fri,5,16,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
13/01/2024,Saturday,Sat,6,16,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
14/01/2024,Sunday,Sun,7,16,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
15/01/2024,Monday,Mon,1,17,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
16/01/2024,Tuesday,Tue,2,17,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
17/01/2024,Wednesday,Wed,3,17,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
18/01/2024,Thursday,Thu,4,17,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
19/01/2024,Friday,Fri,5,17,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
20/01/2024,Saturday,Sat,6,17,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
21/01/2024,Sunday,Sun,7,17,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
22/01/2024,Monday,Mon,1,18,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
23/01/2024,Tuesday,Tue,2,18,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
24/01/2024,Wednesday,Wed,3,18,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
25/01/2024,Thursday,Thu,4,18,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
26/01/2024,Friday,Fri,5,18,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
27/01/2024,Saturday,Sat,6,18,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
28/01/2024,Sunday,Sun,7,18,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
29/01/2024,Monday,Mon,1,19,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
30/01/2024,Tuesday,Tue,2,19,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
31/01/2024,Wednesday,Wed,3,19,January,Jan,5,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
01/02/2024,Thursday,Thu,4,19,February,Feb,6,Module 3,2023-24,23/24,2023,2024,2023-24 Module 3,3
